Name,City,Country,Airport IATA,Latitude,Longitude
Bearskin Lake Airport,Bearskin Lake,Canada,XBE,53.965599060058594,-91.0271987915039
Kingfisher Lake Airport,Kingfisher Lake,Canada,KIF,53.01250076293945,-89.85530090332031
Ogoki Post Airport,Ogoki Post,Canada,YOG,51.65859985350001,-85.9017028809
Poplar Hill Airport,Poplar Hill,Canada,YHP,52.1133,-94.2556
Chisasibi Airport,Chisasibi,Canada,YKU,53.80559921264648,-78.91690063476562
Tête-à-la-Baleine Airport,Tête-à-la-Baleine,Canada,ZTB,50.674400329589844,-59.38359832763672
La Tabatière Airport,La Tabatière,Canada,ZLT,50.8307991027832,-58.97560119628906
Cat Lake Airport,Cat Lake,Canada,YAC,51.72719955444336,-91.82440185546876
Fort Frances Municipal Airport,Fort Frances,Canada,YAG,48.65420150756836,-93.439697265625
Kasabonika Airport,Kasabonika,Canada,XKS,53.52470016479492,-88.6427993774414
Kangirsuk Airport,Kangirsuk,Canada,YKG,60.027198791503906,-69.99919891357422
Attawapiskat Airport,Attawapiskat,Canada,YAT,52.9275016784668,-82.43190002441406
Uranium City Airport,Uranium City,Canada,YBE,59.5614013671875,-108.4810028076172
Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Canada,YBX,51.4435997009,-57.1852989197
Cartwright Airport,Cartwright,Canada,YRF,53.68280029296875,-57.04190063476562
Chesterfield Inlet Airport,Chesterfield Inlet,Canada,YCS,63.346900939899996,-90.7311019897
Nain Airport,Nain,Canada,YDP,56.54919815063477,-61.68030166625977
Fort Severn Airport,Fort Severn,Canada,YER,56.01890182495117,-87.67610168457031
Fort Albany Airport,Fort Albany,Canada,YFA,52.20140075683594,-81.6968994140625
Fort Hope Airport,Fort Hope,Canada,YFH,51.5619010925293,-87.90779876708984
Makkovik Airport,Makkovik,Canada,YMN,55.07690048217773,-59.1864013671875
Texada Gillies Bay Airport,Texada,Canada,YGB,49.69419860839844,-124.51799774169922
Gods Lake Narrows Airport,Gods Lake Narrows,Canada,YGO,54.55889892578125,-94.49140167236328
Igloolik Airport,Igloolik,Canada,YGT,69.3647003174,-81.8161010742
Kuujjuarapik Airport,Kuujjuarapik,Canada,YGW,55.281898498535156,-77.76529693603516
Gillam Airport,Gillam,Canada,YGX,56.35749816894531,-94.71060180664062
Grise Fiord Airport,Grise Fiord,Canada,YGZ,76.4261016846,-82.90920257570002
Quaqtaq Airport,Quaqtaq,Canada,YQC,61.0463981628418,-69.6177978515625
Vancouver Harbour Water Aerodrome,Vancouver,Canada,CXH,49.2943992615,-123.111000061
Nemiscau Airport,Nemiscau,Canada,YNS,51.69110107421875,-76.1355972290039
Hopedale Airport,Hopedale,Canada,YHO,55.44829940795898,-60.228599548339844
Chevery Airport,Chevery,Canada,YHR,50.46889877319336,-59.63669967651367
Ivujivik Airport,Ivujivik,Canada,YIK,62.41730117797852,-77.92530059814453
Island Lake Airport,Island Lake,Canada,YIV,53.857200622558594,-94.65360260009766
Akulivik Airport,Akulivik,Canada,AKV,60.81859970092773,-78.14859771728516
Waskaganish Airport,Waskaganish,Canada,YKQ,51.47330093383789,-78.75830078125
Aupaluk Airport,Aupaluk,Canada,YPJ,59.29669952392578,-69.59970092773439
Kimmirut Airport,Kimmirut,Canada,YLC,62.8499984741,-69.88330078119999
Lansdowne House Airport,Lansdowne House,Canada,YLH,52.19559860229492,-87.93419647216797
Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Canada,XGR,58.71139907836914,-65.9927978515625
Mary's Harbour Airport,Mary's Harbour,Canada,YMH,52.30279922485352,-55.84719848632813
Chapais Airport,Chibougamau,Canada,YMT,49.77190017700195,-74.5280990600586
Umiujaq Airport,Umiujaq,Canada,YUD,56.53609848022461,-76.51830291748047
Wemindji Airport,Wemindji,Canada,YNC,53.01060104370117,-78.83110046386719
Norway House Airport,Norway House,Canada,YNE,53.95830154418945,-97.84420013427734
Points North Landing Airport,Points North Landing,Canada,YNL,58.27669906616211,-104.08200073242188
Oxford House Airport,Oxford House,Canada,YOH,54.93330001831055,-95.27890014648438
Inukjuak Airport,Inukjuak,Canada,YPH,58.471900939941406,-78.07689666748047
Pikangikum Airport,Pikangikum,Canada,YPM,51.81969833374024,-93.97329711914062
Peawanuck Airport,Peawanuck,Canada,YPO,54.98809814453125,-85.44329833984375
Powell River Airport,Powell River,Canada,YPW,49.83420181274414,-124.5
The Pas Airport,The Pas,Canada,YQD,53.97140121459961,-101.09100341796876
Nakina Airport,Nakina,Canada,YQN,50.18280029296875,-86.69640350341797
Rae Lakes Airport,Gamètì,Canada,YRA,64.11609649658203,-117.30999755859376
Red Lake Airport,Red Lake,Canada,YRL,51.06689834594727,-93.79309844970705
Stony Rapids Airport,Stony Rapids,Canada,YSF,59.25030136108398,-105.84100341796876
Sanikiluaq Airport,Sanikiluaq,Canada,YSK,56.537799835200005,-79.2466964722
St. Theresa Point Airport,St. Theresa Point,Canada,YST,53.84560012817383,-94.85189819335938
Big Trout Lake Airport,Big Trout Lake,Canada,YTL,53.81779861450195,-89.89689636230469
Deer Lake Airport,Deer Lake,Canada,YVZ,52.655799865722656,-94.0614013671875
Webequie Airport,Webequie,Canada,YWP,52.9593933975,-87.37486839290001
Whale Cove Airport,Whale Cove,Canada,YXN,62.24000167849999,-92.5980987549
Salluit Airport,Salluit,Canada,YZG,62.17940139770508,-75.66719818115234
York Landing Airport,York Landing,Canada,ZAC,56.08940124511719,-96.08920288085938
Ilford Airport,Ilford,Canada,ILF,56.061401367200006,-95.613899231
Bathurst Airport,Bathurst,Canada,ZBF,47.629699707,-65.738899231
Eastmain River Airport,Eastmain River,Canada,ZEM,52.22639846801758,-78.52249908447266
Fond-Du-Lac Airport,Fond-Du-Lac,Canada,ZFD,59.33440017700195,-107.18199920654295
Gods River Airport,Gods River,Canada,ZGI,54.839698791503906,-94.07859802246094
Swan River Airport,Swan River,Canada,ZJN,52.12060165405274,-101.23600006103516
Kashechewan Airport,Kashechewan,Canada,ZKE,52.28250122070313,-81.67780303955078
Muskrat Dam Airport,Muskrat Dam,Canada,MSA,53.44139862060547,-91.76280212402344
Masset Airport,Masset,Canada,ZMT,54.02750015258789,-132.125
Sachigo Lake Airport,Sachigo Lake,Canada,ZPB,53.8911018371582,-92.19640350341795
Round Lake (Weagamow Lake) Airport,Round Lake,Canada,ZRJ,52.94359970092773,-91.31279754638672
Sandy Lake Airport,Sandy Lake,Canada,ZSJ,53.06420135498047,-93.34439849853516
Shamattawa Airport,Shamattawa,Canada,ZTM,55.8656005859375,-92.0813980102539
Churchill Falls Airport,Churchill Falls,Canada,ZUM,53.5619010925293,-64.10639953613281
Wollaston Lake Airport,Wollaston Lake,Canada,ZWL,58.10689926147461,-103.1719970703125
Batna Airport,Batna,Algeria,BLJ,35.7521018982,6.308589935300001
Béchar Boudghene Ben Ali Lotfi Airport,Béchar,Algeria,CBH,31.645700454711914,-2.269860029220581
Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria,BMW,21.375,0.923888981342
Guemar Airport,Guemar,Algeria,ELU,33.5113983154,6.776790142059999
Kumasi Airport,Kumasi,Ghana,KMS,6.714560031890869,-1.5908199548721311
Heringsdorf Airport,Heringsdorf,Germany,HDF,53.8787002563,14.152299881
Heide-Büsum Airport,Büsum,Germany,HEI,54.1533317566,8.90166664124
Helgoland-Düne Airport,Helgoland,Germany,HGL,54.1852798462,7.91583299637
Seinäjoki Airport,Seinäjoki / Ilmajoki,Finland,SJY,62.692101,22.8323
Nottingham Airport,Nottingham,United Kingdom,NQT,52.91999816894531,-1.079169988632202
Robin Hood Doncaster Sheffield Airport,"Doncaster, Sheffield",United Kingdom,DSA,53.4805378105,-1.01065635681
Campbeltown Airport,Campbeltown,United Kingdom,CAL,55.43719863891602,-5.686389923095702
Eday Airport,Eday,United Kingdom,EOI,59.19060134887695,-2.7722198963165283
Fair Isle Airport,Fair Isle,United Kingdom,FIE,59.53580093383789,-1.628059983253479
North Ronaldsay Airport,North Ronaldsay,United Kingdom,NRL,59.367500305200004,-2.43443989754
Papa Westray Airport,Papa Westray,United Kingdom,PPW,59.351699829100006,-2.9002799987800003
Stronsay Airport,Stronsay,United Kingdom,SOY,59.1553001404,-2.6413900852200003
Sanday Airport,Sanday,United Kingdom,NDY,59.25030136108398,-2.576669931411743
Lerwick / Tingwall Airport,Lerwick,United Kingdom,LWK,60.192199707,-1.24361002445
Westray Airport,Westray,United Kingdom,WRY,59.350299835200005,-2.95000004768
Land's End Airport,Land's End,United Kingdom,LEQ,50.102798,-5.67056
Penzance Heliport,Penzance,United Kingdom,PZE,50.128101,-5.51845
Anglesey Airport,Angelsey,United Kingdom,VLY,53.248100280799996,-4.53533983231
Barra Airport,Barra,United Kingdom,BRR,57.0228,-7.443060000000001
Donegal Airport,Dongloe,Ireland,CFN,55.0442008972168,-8.340999603271483
Sindal Airport,Sindal,Denmark,CNL,57.503502000000005,10.2294
Leknes Airport,Leknes,Norway,LKN,68.152496337891,13.609399795532
Namsos Høknesøra Airport,Namsos,Norway,OSY,64.472198486328,11.57859992981
"Mo i Rana Airport, Røssvoll",Mo i Rana,Norway,MQN,66.363899230957,14.301400184631
"Rørvik Airport, Ryum",Rørvik,Norway,RVK,64.838302612305,11.14610004425
Røst Airport,Røst,Norway,RET,67.527801513672,12.103300094604002
Sandane Airport (Anda),Sandane,Norway,SDN,61.830001831055,6.1058301925659
Sogndal Airport,Sogndal,Norway,SOG,61.156101,7.13778
Svolvær Helle Airport,Svolvær,Norway,SVJ,68.243301391602,14.669199943541999
Sørkjosen Airport,Sorkjosen,Norway,SOJ,69.786796569824,20.959400177002
"Vardø Airport, Svartnes",Vardø,Norway,VAW,70.355400085449,31.044900894165
Værøy Heliport,Værøy,Norway,VRY,67.654555,12.727257
Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,BZG,53.096801757799994,17.9776992798
Łódź Władysław Reymont Airport,Lodz,Poland,LCJ,51.721900939899996,19.3980998993
Åre Östersund Airport,Östersund,Sweden,OSD,63.194400787354,14.500300407410002
Hagfors Airport,Hagfors,Sweden,HFS,60.02009963989258,13.578900337219238
Karlstad Airport,Karlstad,Sweden,KSD,59.444698333699996,13.337400436400001
Torsby Airport,Torsby,Sweden,TYF,60.1576004028,12.991299629199998
Ängelholm-Helsingborg Airport,Ängelholm,Sweden,AGH,56.29610061645508,12.847100257873535
Storuman Airport,Mohed,Sweden,SQO,64.96089935302734,17.69659996032715
Hemavan Airport,Hemavan,Sweden,HMV,65.80609893798828,15.082799911499025
Ventspils International Airport,Ventspils,Latvia,VNT,57.35779953,21.5442008972
Rand Airport,Johannesburg,South Africa,QRA,-26.2425003052,28.151199340799998
Kruger Mpumalanga International Airport,Mpumalanga,South Africa,MQP,-25.383199691799998,31.105600357100002
Malamala Airport,Malamala,South Africa,AAM,-24.818099975585934,31.54459953308105
Mmabatho International Airport,Mafeking,South Africa,MBD,-25.798400878900004,25.548000335700003
Ghanzi Airport,Ghanzi,Botswana,GNZ,-21.6924991607666,21.658100128173828
Orapa Airport,Orapa,Botswana,ORP,-21.266701,25.3167
Shakawe Airport,Shakawe,Botswana,SWX,-18.373899459838867,21.832599639892575
Limpopo Valley Airport,Tuli Lodge,Botswana,TLD,-22.189199447600004,29.1268997192
Ngot Nzoungou Airport,Loubomo,Congo (Brazzaville),DIS,-4.20635,12.6599
Chipata Airport,Chipata,Zambia,CIP,-13.558300018310547,32.58720016479492
Iconi Airport,Moroni,Comoros,YVA,-11.710800170899999,43.2439002991
Antsalova Airport,Antsalova,Madagascar,WAQ,-18.701273,44.614921
Ankavandra Airport,Ankavandra,Madagascar,JVA,-18.80501,45.273467
Belo sur Tsiribihina Airport,Belo sur Tsiribihina,Madagascar,BMD,-19.6867008209,44.541900634799994
Maintirano Airport,Maintirano,Madagascar,MXT,-18.049999,44.033001
Morafenobe Airport,Morafenobe,Madagascar,TVA,-17.850082999999998,44.920466999999995
Tambohorano Airport,Tambohorano,Madagascar,WTA,-17.47610092163086,43.972801208496094
Tsiroanomandidy Airport,Tsiroanomandidy,Madagascar,WTS,-18.759677,46.054065
Ambatondrazaka Airport,Ambatondrazaka,Madagascar,WAM,-17.795378,48.442583
Port Bergé Airport,Port Bergé,Madagascar,WPB,-15.584285999999999,47.623587
Soalala Airport,Soalala,Madagascar,DWB,-16.101689999999998,45.358837
Mampikony Airport,Mampikony,Madagascar,WMP,-16.0722693402,47.644164562200004
Mandritsara Airport,Mandritsara,Madagascar,WMA,-15.833048999999999,48.833284
Manja Airport,Manja,Madagascar,MJA,-21.426105,44.316509
Catumbela Airport,Catumbela,Angola,CBT,-12.4792,13.4869
Dundo Airport,Dundo,Angola,DUE,-7.400889873504639,20.818500518798828
Ngjiva Pereira Airport,Ondjiva,Angola,VPE,-17.0435009003,15.683799743700002
Namibe Airport,Mocamedes,Angola,MSZ,-15.261199951171875,12.14680004119873
Koulamoutou Mabimbi Airport,Koulamoutou,Gabon,KOU,-1.1846100091933998,12.441300392151
Mouilla Ville Airport,Mouila,Gabon,MJL,-1.8451399803161619,11.056699752807617
Tchibanga Airport,Tchibanga,Gabon,TCH,-2.8499999046325684,11.017000198364258
Chimoio Airport,Chimoio,Mozambique,VPY,-19.15130043029785,33.429000854492195
Sarh Airport,Sarh,Chad,SRH,9.14444,18.374399
Club Makokola Airport,Club Makokola,Malawi,CMK,-14.306900024414062,35.13249969482422
Luderitz Airport,Luderitz,Namibia,LUD,-26.68740081787109,15.242899894714355
Ondangwa Airport,Ondangwa,Namibia,OND,-17.878201,15.9526
Oranjemund Airport,Oranjemund,Namibia,OMD,-28.5847,16.446699
Swakopmund Airport,Swakopmund,Namibia,SWP,-22.66189956665,14.568099975586
Eros Airport,Windhoek,Namibia,ERS,-22.612199783325195,17.080400466918945
Boma Airport,Boma,Congo (Kinshasa),BOA,-5.8540000915527335,13.064000129699707
Tshimpi Airport,Matadi,Congo (Kinshasa),MAT,-5.799610137939452,13.440400123596193
Inongo Airport,Inongo,Congo (Kinshasa),INO,-1.9472199678421018,18.28580093383789
Nioki Airport,Nioki,Congo (Kinshasa),NIO,-2.7174999713897705,17.68470001220703
Basango Mboliasa Airport,Kiri,Congo (Kinshasa),KRZ,-1.434999942779541,19.02400016784668
Basankusu Airport,Basankusu,Congo (Kinshasa),BSU,1.2247200012207031,19.78890037536621
Tshikapa Airport,Tshikapa,Congo (Kinshasa),TSH,-6.4383300000000006,20.794701
Lodja Airport,Lodja,Congo (Kinshasa),LJA,-3.4170000553131104,23.45000076293945
Ilebo Airport,Ilebo,Congo (Kinshasa),PFR,-4.329919,20.590124
Outer Skerries Airport,Outer Skerries,United Kingdom,OUK,60.4252,-0.75
La Gomera Airport,La Gomera,Spain,GMZ,28.029600143432614,-17.214599609375
Sherbro International Airport,Bonthe,Sierra Leone,BTE,7.5324201583862305,-12.518899917602539
Bo Airport,Bo,Sierra Leone,KBS,7.944399833679199,-11.76099967956543
Kenema Airport,Kenema,Sierra Leone,KEN,7.8912901878356925,-11.176600456237793
Osvaldo Vieira International Airport,Bissau,Guinea-Bissau,OXB,11.894800186157227,-15.65369987487793
Smara Airport,Smara,Western Sahara,SMW,26.7318,-11.6847
Dakhla Airport,Dakhla,Western Sahara,VIL,23.7183,-15.932
Mogador Airport,Essadouira,Morocco,ESU,31.397499084499998,-9.6816701889
Hassan I Airport,El Aaiún,Western Sahara,EUN,27.151699,-13.2192
Nador International Airport,El Aroui,Morocco,NDR,34.988800048799995,-3.0282099247000005
Praia International Airport,"Praia, Santiago Island",Cape Verde,RAI,14.924500465393065,-23.49349975585937
São Filipe Airport,"Sao Filipe, Fogo Island",Cape Verde,SFL,14.885000228900001,-24.479999542199998
Baco Airport,Baco,Ethiopia,BCO,5.78287,36.562
Beica Airport,Beica,Ethiopia,BEI,9.38638973236084,34.521900177001946
Combolcha Airport,Dessie,Ethiopia,DSE,11.082500457763672,39.71139907836914
Dembidollo Airport,Dembidollo,Ethiopia,DEM,8.553999900817871,34.85800170898437
Gode Airport,Gode,Ethiopia,GDE,5.935130119319999,43.578601837200004
Gore Airport,Gore,Ethiopia,GOR,8.1614,35.5529
Kabri Dehar Airport,Kabri Dehar,Ethiopia,ABK,6.734,44.252998
Mizan Teferi Airport,Mizan Teferi,Ethiopia,MTF,6.9571,35.5547
Tippi Airport,Tippi,Ethiopia,TIE,7.2024,35.415
Alula Airport,Alula,Somalia,ALU,11.9582,50.748000000000005
Bosaso Airport,Bosaso,Somalia,BSA,11.27530002593994,49.14939880371094
Aden Adde International Airport,Mogadishu,Somalia,MGQ,2.014440059661865,45.3046989440918
Galcaio Airport,Galcaio,Somalia,GLK,6.78082990646,47.45470047
Burao Airport,Burao,Somalia,BUO,9.5275,45.5549
El Arish International Airport,El Arish,Egypt,AAC,31.073299408,33.8358001709
Assiut International Airport,Asyut,Egypt,ATZ,27.0464992523,31.0119991302
Amboseli Airport,Amboseli National Park,Kenya,ASV,-2.645050048828125,37.25310134887695
Lokichoggio Airport,Lokichoggio,Kenya,LKG,4.20412015914917,34.348201751708984
Malindi Airport,Malindi,Kenya,MYD,-3.2293100357055664,40.10169982910156
Nanyuki Airport,Nanyuki,Kenya,NYK,-0.062398899346590035,37.04100799560547
Gardabya Airport,Sirt,Libya,SRX,31.0634994507,16.5949993134
Gamal Abdel Nasser Airport,Tobruk,Libya,TOB,31.861,23.906999999999996
Mitiga Airport,Tripoli,Libya,MJI,32.894100189208984,13.276000022888185
La Abraq Airport,Al Bayda',Libya,LAQ,32.78870010375977,21.96430015563965
Atbara Airport,Atbara,Sudan,ATB,17.710344314575195,34.057018280029304
Nyala Airport,Nyala,Sudan,UYL,12.053500175476074,24.95619964599609
Port Sudan New International Airport,Port Sudan,Sudan,PZU,19.4335994720459,37.23410034179688
Bukoba Airport,Bukoba,Tanzania,BKZ,-1.3319999999999999,31.8212
Kigoma Airport,Kigoma,Tanzania,TKQ,-4.8862,29.6709
Lindi Airport,Lindi,Tanzania,LDI,-9.85111,39.757801
Musoma Airport,Musoma,Tanzania,MUZ,-1.5030000000000001,33.8021
Shinyanga Airport,Shinyanga,Tanzania,SHY,-3.6093,33.5035
Tabora Airport,Tabora,Tanzania,TBO,-5.076389789581299,32.833301544189446
Arua Airport,Arua,Uganda,RUA,3.0499999523162837,30.91699981689453
Gulu Airport,Gulu,Uganda,ULU,2.805560111999512,32.271800994873054
Diu Airport,Diu,India,DIU,20.71310043334961,70.92109680175781
Aberdeen Regional Airport,Aberdeen,United States,ABR,45.44910049438477,-98.42179870605469
Southwest Georgia Regional Airport,Albany,United States,ABY,31.535499572753906,-84.19450378417969
Athens Ben Epps Airport,Athens,United States,AHN,33.94860076904297,-83.32630157470703
Alamogordo White Sands Regional Airport,Alamogordo,United States,ALM,32.839900970500004,-105.990997314
Waterloo Regional Airport,Waterloo,United States,ALO,42.55709838867188,-92.40029907226562
Walla Walla Regional Airport,Walla Walla,United States,ALW,46.09489822,-118.288002
Alpena County Regional Airport,Alpena,United States,APN,45.07809829999999,-83.56030273
Watertown Regional Airport,Watertown,United States,ATY,44.91400146,-97.15470123
Bradford Regional Airport,Bradford,United States,BFD,41.8031005859375,-78.64009857177734
Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,United States,BFF,41.87400055,-103.5960007
Raleigh County Memorial Airport,Beckley,United States,BKW,37.787300109899995,-81.1241989136
Brunswick Golden Isles Airport,Brunswick,United States,BQK,31.2588005065918,-81.46649932861328
Southeast Iowa Regional Airport,Burlington,United States,BRL,40.783199310302734,-91.12550354003906
Jack Mc Namara Field Airport,Crescent City,United States,CEC,41.78020096,-124.23699950000001
Cape Girardeau Regional Airport,Cape Girardeau,United States,CGI,37.22529983520508,-89.57080078125
Chippewa County International Airport,Sault Ste Marie,United States,CIU,46.25080108642578,-84.47239685058594
North Central West Virginia Airport,Clarksburg,United States,CKB,39.2966003418,-80.2281036377
William R Fairchild International Airport,Port Angeles,United States,CLM,48.120201110839844,-123.5
Houghton County Memorial Airport,Hancock,United States,CMX,47.16839981079102,-88.48909759521484
Dodge City Regional Airport,Dodge City,United States,DDC,37.76340103149414,-99.9655990600586
DuBois Regional Airport,Du Bois,United States,DUJ,41.17829895,-78.8986969
Chippewa Valley Regional Airport,Eau Claire,United States,EAU,44.86579895019531,-91.48429870605469
Elko Regional Airport,Elko,United States,EKO,40.82490158081055,-115.79199981689452
New Bedford Regional Airport,New Bedford,United States,EWB,41.67610168457031,-70.95690155029297
Fayetteville Regional Grannis Field,Fayetteville,United States,FAY,34.991199493408196,-78.88030242919922
Wokal Field Glasgow International Airport,Glasgow,United States,GGW,48.212502,-106.614998
Central Nebraska Regional Airport,Grand Island,United States,GRI,40.96749877929688,-98.30960083007812
Memorial Field,Hot Springs,United States,HOT,34.47800064086914,-93.09619903564452
Tri-State/Milton J. Ferguson Field,Huntington,United States,HTS,38.36669922,-82.55799866
Kili Airport,Kili Island,Marshall Islands,KIO,5.644515,169.119507
Kirksville Regional Airport,Kirksville,United States,IRK,40.09349822998047,-92.5448989868164
Jamestown Regional Airport,Jamestown,United States,JMS,46.92969894,-98.67819977
Laramie Regional Airport,Laramie,United States,LAR,41.31209945678711,-105.6750030517578
Arnold Palmer Regional Airport,Latrobe,United States,LBE,40.27590179,-79.40480042
North Platte Regional Airport Lee Bird Field,North Platte,United States,LBF,41.12620163,-100.6839981
Lebanon Municipal Airport,Lebanon,United States,LEB,43.626098632799994,-72.30419921880002
Crater Lake-Klamath Regional Airport,Klamath Falls,United States,LMT,42.156101,-121.733002
Lancaster Airport,Lancaster,United States,LNS,40.12170028686523,-76.29609680175781
Lewistown Municipal Airport,Lewistown,United States,LWT,47.04930114746094,-109.46700286865234
Lynchburg Regional Preston Glenn Field,Lynchburg,United States,LYH,37.326698303222656,-79.20040130615234
Muskegon County Airport,Muskegon,United States,MKG,43.16949844,-86.23819733
Frank Wiley Field,Miles City,United States,MLS,46.428001403808594,-105.88600158691406
Northwest Alabama Regional Airport,Muscle Shoals,United States,MSL,34.74530029,-87.61019897
Southwest Oregon Regional Airport,North Bend,United States,OTH,43.41709899902344,-124.24600219726562
Owensboro Daviess County Airport,Owensboro,United States,OWB,37.74010086,-87.16680145
Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,United States,PIB,31.467100143432614,-89.33709716796875
Pocatello Regional Airport,Pocatello,United States,PIH,42.9098014831543,-112.59600067138672
Pierre Regional Airport,Pierre,United States,PIR,44.38270187,-100.2860031
Pellston Regional Airport of Emmet County Airport,Pellston,United States,PLN,45.57089996,-84.79669952
Portsmouth International at Pease Airport,Portsmouth,United States,PSM,43.0778999329,-70.8233032227
Reading Regional Carl A Spaatz Field,Reading,United States,RDG,40.378501892089844,-75.96520233154297
Rhinelander Oneida County Airport,Rhinelander,United States,RHI,45.63119888305664,-89.46749877929688
Southwest Wyoming Regional Airport,Rock Springs,United States,RKS,41.5942,-109.065001
Rutland - Southern Vermont Regional Airport,Rutland,United States,RUT,43.52939987,-72.94960022
San Luis County Regional Airport,San Luis Obispo,United States,SBP,35.2368011475,-120.64199829100001
Sheridan County Airport,Sheridan,United States,SHR,44.76919937133789,-106.9800033569336
Adirondack Regional Airport,Saranac Lake,United States,SLK,44.38529968261719,-74.2061996459961
Salina Municipal Airport,Salina,United States,SLN,38.79100036621094,-97.6521987915039
Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,United States,SMX,34.89889908,-120.4570007
Tupelo Regional Airport,Tupelo,United States,TUP,34.26810073852539,-88.7698974609375
Quincy Regional Baldwin Field,Quincy,United States,UIN,39.94269943,-91.19460297
Victoria Regional Airport,Victoria,United States,VCT,28.85260009765625,-96.9185028076172
Valdosta Regional Airport,Valdosta,United States,VLD,30.78249931335449,-83.27670288085938
Worland Municipal Airport,Worland,United States,WRL,43.9656982421875,-107.95099639892578
Yakima Air Terminal McAllister Field,Yakima,United States,YKM,46.56819916,-120.5439987
Ercan International Airport,Nicosia,Cyprus,ECN,35.15470123291016,33.49610137939453
Logroño-Agoncillo Airport,Logroño-Agoncillo,Spain,RJL,42.4609534888,-2.32223510742
Île d'Yeu Airport,Île d'Yeu,France,IDY,46.71860122680664,-2.3911099433898926
Angers-Loire Airport,Angers/Marcé,France,ANE,47.560299,-0.312222
La Môle Airport,La Môle,France,LTT,43.205399,6.482
Syros Airport,Syros Island,Greece,JSY,37.422798156700004,24.950899124099998
Pécs-Pogány Airport,Pécs-Pogány,Hungary,PEV,45.990898,18.240996
Sármellék International Airport,Sármellék,Hungary,SOB,46.686391,17.159084
Aosta Airport,Aosta,Italy,AOT,45.738499,7.36872
Salerno Costa d'Amalfi Airport,Salerno,Italy,QSR,40.620399,14.9113
Corvo Airport,Corvo,Portugal,CVU,39.671501,-31.1136
Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,BNX,44.94139862060547,17.297500610351562
Uşak Airport,Usak,Turkey,USQ,38.68149948120117,29.47170066833496
Kars Airport,Kars,Turkey,KSY,40.562198638916016,43.1150016784668
Şanlıurfa Airport,Sanliurfa,Turkey,SFQ,37.09429931640625,38.84709930419922
Kahramanmaraş Airport,Kahramanmaras,Turkey,KCM,37.5388259888,36.9535217285
Ağrı Airport,Agri,Turkey,AJI,39.654541015625,43.025978088378906
Adıyaman Airport,Adiyaman,Turkey,ADF,37.7313995361,38.4688987732
Süleyman Demirel International Airport,Isparta,Turkey,ISE,37.8554000854,30.368400573699997
Balıkesir Körfez Airport,Balikesir Korfez,Turkey,EDO,39.554599761999995,27.013799667399997
Samsun Çarşamba Airport,Samsun,Turkey,SZF,41.254501,36.567101
Žilina Airport,Žilina,Slovakia,ILZ,49.231498718299996,18.6135005951
JAGS McCartney International Airport,Cockburn Town,Turks and Caicos Islands,GDT,21.444499969482425,-71.14230346679688
Middle Caicos Airport,Middle Caicos,Turks and Caicos Islands,MDS,21.82602,-71.8025
Salt Cay Airport,Salt Cay,Turks and Caicos Islands,SLX,21.3330001831,-71.1999969482
Samaná El Catey International Airport,Samana,Dominican Republic,AZS,19.267000198399998,-69.7419967651
La Isabela International Airport,La Isabela,Dominican Republic,JBQ,18.57250022888184,-69.98560333251953
Puerto Barrios Airport,Puerto Barrios,Guatemala,PBR,15.7309,-88.583801
Quezaltenango Airport,Quezaltenango,Guatemala,AAZ,14.8656,-91.501999
Utirik Airport,Utirik Island,Marshall Islands,UTK,11.222000000000001,169.852005
Ahuas Airport,Ahuas,Honduras,AHS,15.4722,-84.352203
Puerto Lempira Airport,Puerto Lempira,Honduras,PEU,15.2622,-83.78119699999999
Mili Island Airport,Mili Island,Marshall Islands,MIJ,6.08333,171.733002
Captain Rogelio Castillo National Airport,Celaya,Mexico,CYW,20.546,-100.887001
Ciudad Constitución Airport,Ciudad Constitución,Mexico,CUA,25.053800582885998,-111.61499786376999
Guerrero Negro Airport,Guerrero Negro,Mexico,GUB,28.0261,-114.024002
El Lencero Airport,Jalapa,Mexico,JAL,19.4750995636,-96.79750061040001
Alonso Valderrama Airport,Chitré,Panama,CTD,7.987840175628662,-80.40969848632812
Enrique Adolfo Jimenez Airport,Colón,Panama,ONX,9.356639862060547,-79.86740112304688
Jaqué Airport,Jaqué,Panama,JQE,7.51777982711792,-78.1572036743164
Captain Ramon Xatruch Airport,La Palma,Panama,PLP,8.406669616699219,-78.1417007446289
Aerotortuguero Airport,Roxana,Costa Rica,TTQ,10.42,-83.6095
Barra del Colorado Airport,Pococi,Costa Rica,BCL,10.768699645996094,-83.58560180664062
Islita Airport,Nandayure,Costa Rica,PBP,9.856109619140623,-85.37079620361328
Puerto Jimenez Airport,Puerto Jimenez,Costa Rica,PJM,8.533329963684082,-83.30000305175781
Tobias Bolanos International Airport,San Jose,Costa Rica,SYQ,9.957050323486328,-84.13980102539062
