Airline IATA,Source airport IATA,Destination airport IATA,Stops,Airline Name,Active
3S,PTP,DOM,0,Air Antilles Express,Y
3S,PTP,FDF,0,Aeroland Airways,N
3S,PTP,FDF,0,Air Antilles Express,Y
3S,PTP,SBH,0,Aeroland Airways,N
3S,PTP,SBH,0,Air Antilles Express,Y
3S,PTP,SDQ,0,Aeroland Airways,N
3S,PTP,SDQ,0,Air Antilles Express,Y
3S,PTP,SFG,0,Aeroland Airways,N
3S,PTP,SFG,0,Air Antilles Express,Y
3S,PTP,SXM,0,Aeroland Airways,N
3S,PTP,SXM,0,Air Antilles Express,Y
3S,SBH,PTP,0,Aeroland Airways,N
3S,SBH,PTP,0,Air Antilles Express,Y
3S,SDQ,PTP,0,Aeroland Airways,N
3S,SDQ,PTP,0,Air Antilles Express,Y
3S,SDQ,SXM,0,Aeroland Airways,N
3S,SDQ,SXM,0,Air Antilles Express,Y
3S,SFG,PTP,0,Aeroland Airways,N
3S,SFG,PTP,0,Air Antilles Express,Y
3S,SLU,FDF,0,Aeroland Airways,N
3S,SLU,FDF,0,Air Antilles Express,Y
3S,SXM,DOM,0,Aeroland Airways,N
3S,SXM,DOM,0,Air Antilles Express,Y
3S,SXM,PTP,0,Aeroland Airways,N
3S,SXM,PTP,0,Air Antilles Express,Y
3S,SXM,SDQ,0,Aeroland Airways,N
3S,SXM,SDQ,0,Air Antilles Express,Y
3U,BHY,XIY,0,Sichuan Airlines,Y
3U,CAN,CKG,0,Sichuan Airlines,Y
3U,CAN,CTU,0,Sichuan Airlines,Y
3U,CAN,SPN,0,Sichuan Airlines,Y
3U,CGO,CGQ,0,Sichuan Airlines,Y
3U,CGO,CKG,0,Sichuan Airlines,Y
3U,CGO,CTU,0,Sichuan Airlines,Y
3U,CGO,HGH,0,Sichuan Airlines,Y
3U,CGO,HRB,0,Sichuan Airlines,Y
3U,CGO,KMG,0,Sichuan Airlines,Y
3U,CGO,URC,0,Sichuan Airlines,Y
3U,CGQ,CGO,0,Sichuan Airlines,Y
3U,CGQ,NKG,0,Sichuan Airlines,Y
3U,CGQ,TNA,0,Sichuan Airlines,Y
3U,CGQ,TSN,0,Sichuan Airlines,Y
3U,CKG,CAN,0,Sichuan Airlines,Y
3U,CKG,CGO,0,Sichuan Airlines,Y
3U,CKG,CSX,0,Sichuan Airlines,Y
3U,CKG,CTU,0,Sichuan Airlines,Y
3U,CKG,CZX,0,Sichuan Airlines,Y
3U,CKG,DLC,0,Sichuan Airlines,Y
3U,CKG,DYG,0,Sichuan Airlines,Y
3U,CKG,HAK,0,Sichuan Airlines,Y
3U,CKG,HGH,0,Sichuan Airlines,Y
3U,CKG,HKT,0,Sichuan Airlines,Y
3U,CKG,INC,0,Sichuan Airlines,Y
3U,CKG,KHN,0,Sichuan Airlines,Y
3U,CKG,KMG,0,Sichuan Airlines,Y
3U,CKG,LHW,0,Sichuan Airlines,Y
3U,CKG,LJG,0,Sichuan Airlines,Y
3U,CKG,LXA,0,Sichuan Airlines,Y
3U,CKG,NGB,0,Sichuan Airlines,Y
3U,CKG,NKG,0,Sichuan Airlines,Y
3U,CKG,NNG,0,Sichuan Airlines,Y
3U,CKG,PEK,0,Sichuan Airlines,Y
3U,CKG,PVG,0,Sichuan Airlines,Y
3U,CKG,PZI,0,Sichuan Airlines,Y
3U,CKG,SWA,0,Sichuan Airlines,Y
3U,CKG,SYD,0,Sichuan Airlines,Y
3U,CKG,SYX,0,Sichuan Airlines,Y
3U,CKG,SZX,0,Sichuan Airlines,Y
3U,CKG,TNA,0,Sichuan Airlines,Y
3U,CKG,TSA,0,Sichuan Airlines,Y
3U,CKG,TSN,0,Sichuan Airlines,Y
3U,CKG,TYN,0,Sichuan Airlines,Y
3U,CKG,URC,0,Sichuan Airlines,Y
3U,CKG,WUH,0,Sichuan Airlines,Y
3U,CKG,WUX,0,Sichuan Airlines,Y
3U,CKG,XIY,0,Sichuan Airlines,Y
3U,CKG,XNN,0,Sichuan Airlines,Y
3U,CKG,YIH,0,Sichuan Airlines,Y
3U,CKG,ZHA,0,Sichuan Airlines,Y
3U,CSX,CKG,0,Sichuan Airlines,Y
3U,CSX,CTU,0,Sichuan Airlines,Y
3U,CSX,FOC,0,Sichuan Airlines,Y
3U,CSX,KMG,0,Sichuan Airlines,Y
3U,CSX,SHE,0,Sichuan Airlines,Y
3U,CSX,WNZ,0,Sichuan Airlines,Y
3U,CSX,XMN,0,Sichuan Airlines,Y
3U,CTU,CAN,0,Sichuan Airlines,Y
3U,CTU,CGO,0,Sichuan Airlines,Y
3U,CTU,CKG,0,Sichuan Airlines,Y
3U,CTU,CSX,0,Sichuan Airlines,Y
3U,CTU,DCY,0,Sichuan Airlines,Y
3U,CTU,DSN,0,Sichuan Airlines,Y
3U,CTU,HAK,0,Sichuan Airlines,Y
3U,CTU,HDG,0,Sichuan Airlines,Y
3U,CTU,HET,0,Sichuan Airlines,Y
3U,CTU,HFE,0,Sichuan Airlines,Y
3U,CTU,HGH,0,Sichuan Airlines,Y
3U,CTU,HKG,0,Sichuan Airlines,Y
3U,CTU,HKT,0,Sichuan Airlines,Y
3U,CTU,ICN,0,Sichuan Airlines,Y
3U,CTU,INC,0,Sichuan Airlines,Y
3U,CTU,JHG,0,Sichuan Airlines,Y
3U,CTU,JIQ,0,Sichuan Airlines,Y
3U,CTU,JZH,0,Sichuan Airlines,Y
3U,CTU,KHN,0,Sichuan Airlines,Y
3U,CTU,KMG,0,Sichuan Airlines,Y
3U,CTU,KOW,0,Sichuan Airlines,Y
3U,CTU,KWE,0,Sichuan Airlines,Y
3U,CTU,LHW,0,Sichuan Airlines,Y
3U,CTU,LJG,0,Sichuan Airlines,Y
3U,CTU,LUM,0,Sichuan Airlines,Y
3U,CTU,LXA,0,Sichuan Airlines,Y
3U,CTU,LZY,0,Sichuan Airlines,Y
3U,CTU,MEL,0,Sichuan Airlines,Y
3U,CTU,NKG,0,Sichuan Airlines,Y
3U,CTU,NNG,0,Sichuan Airlines,Y
3U,CTU,PEK,0,Sichuan Airlines,Y
3U,CTU,PVG,0,Sichuan Airlines,Y
3U,CTU,PZI,0,Sichuan Airlines,Y
3U,CTU,SHE,0,Sichuan Airlines,Y
3U,CTU,SJW,0,Sichuan Airlines,Y
3U,CTU,SYX,0,Sichuan Airlines,Y
3U,CTU,SZX,0,Sichuan Airlines,Y
3U,CTU,TAO,0,Sichuan Airlines,Y
3U,CTU,TNA,0,Sichuan Airlines,Y
3U,CTU,TSA,0,Sichuan Airlines,Y
3U,CTU,TSN,0,Sichuan Airlines,Y
3U,CTU,TYN,0,Sichuan Airlines,Y
3U,CTU,URC,0,Sichuan Airlines,Y
3U,CTU,WNZ,0,Sichuan Airlines,Y
3U,CTU,WUH,0,Sichuan Airlines,Y
3U,CTU,WUX,0,Sichuan Airlines,Y
3U,CTU,WXN,0,Sichuan Airlines,Y
3U,CTU,XIC,0,Sichuan Airlines,Y
3U,CTU,XIY,0,Sichuan Airlines,Y
3U,CTU,XMN,0,Sichuan Airlines,Y
3U,CTU,XNN,0,Sichuan Airlines,Y
3U,CTU,XUZ,0,Sichuan Airlines,Y
3U,CTU,YIH,0,Sichuan Airlines,Y
3U,CTU,YTY,0,Sichuan Airlines,Y
3U,CZX,CKG,0,Sichuan Airlines,Y
3U,CZX,HRB,0,Sichuan Airlines,Y
3U,CZX,XMN,0,Sichuan Airlines,Y
3U,CZX,ZUH,0,Sichuan Airlines,Y
3U,DAT,TYN,0,Sichuan Airlines,Y
3U,DCY,CTU,0,Sichuan Airlines,Y
3U,DLC,CKG,0,Sichuan Airlines,Y
3U,DLC,HGH,0,Sichuan Airlines,Y
3U,DLC,HRB,0,Sichuan Airlines,Y
3U,DLC,TNA,0,Sichuan Airlines,Y
3U,DLC,XUZ,0,Sichuan Airlines,Y
3U,DNH,LHW,0,Sichuan Airlines,Y
3U,DSN,CTU,0,Sichuan Airlines,Y
3U,DSN,SHE,0,Sichuan Airlines,Y
3U,DYG,CKG,0,Sichuan Airlines,Y
3U,DYG,NKG,0,Sichuan Airlines,Y
3U,FOC,CSX,0,Sichuan Airlines,Y
3U,FOC,XIY,0,Sichuan Airlines,Y
3U,GXH,LXA,0,Sichuan Airlines,Y
3U,GXH,XIY,0,Sichuan Airlines,Y
3U,HAK,CKG,0,Sichuan Airlines,Y
3U,HAK,CTU,0,Sichuan Airlines,Y
3U,HAK,HGH,0,Sichuan Airlines,Y
3U,HAK,NGB,0,Sichuan Airlines,Y
3U,HAK,ZUH,0,Sichuan Airlines,Y
3U,HDG,CTU,0,Sichuan Airlines,Y
3U,HET,CTU,0,Sichuan Airlines,Y
3U,HFE,CTU,0,Sichuan Airlines,Y
3U,HGH,CGO,0,Sichuan Airlines,Y
3U,HGH,CKG,0,Sichuan Airlines,Y
3U,HGH,CTU,0,Sichuan Airlines,Y
3U,HGH,DLC,0,Sichuan Airlines,Y
3U,HGH,HAK,0,Sichuan Airlines,Y
3U,HGH,KWE,0,Sichuan Airlines,Y
3U,HGH,TSN,0,Sichuan Airlines,Y
3U,HGH,TYN,0,Sichuan Airlines,Y
3U,HKG,CTU,0,Sichuan Airlines,Y
3U,HKG,YIH,0,Sichuan Airlines,Y
3U,HKG,ZHA,0,Sichuan Airlines,Y
3U,HKT,CKG,0,Sichuan Airlines,Y
3U,HKT,CTU,0,Sichuan Airlines,Y
3U,HRB,CGO,0,Sichuan Airlines,Y
3U,HRB,CZX,0,Sichuan Airlines,Y
3U,HRB,DLC,0,Sichuan Airlines,Y
3U,HRB,INC,0,Sichuan Airlines,Y
3U,HRB,NGB,0,Sichuan Airlines,Y
3U,HRB,NKG,0,Sichuan Airlines,Y
3U,HRB,NZH,0,Sichuan Airlines,Y
3U,HRB,SJW,0,Sichuan Airlines,Y
3U,HRB,TNA,0,Sichuan Airlines,Y
3U,HRB,TSN,0,Sichuan Airlines,Y
3U,HRB,WNZ,0,Sichuan Airlines,Y
3U,HRB,WUH,0,Sichuan Airlines,Y
3U,HRB,XIY,0,Sichuan Airlines,Y
3U,HRB,XUZ,0,Sichuan Airlines,Y
3U,ICN,CTU,0,Sichuan Airlines,Y
3U,INC,CKG,0,Sichuan Airlines,Y
3U,INC,CTU,0,Sichuan Airlines,Y
3U,INC,HRB,0,Sichuan Airlines,Y
3U,INC,KWL,0,Sichuan Airlines,Y
3U,JGN,LHW,0,Sichuan Airlines,Y
3U,JHG,CTU,0,Sichuan Airlines,Y
3U,JHG,KMG,0,Sichuan Airlines,Y
3U,JIQ,CTU,0,Sichuan Airlines,Y
3U,JJN,KWE,0,Sichuan Airlines,Y
3U,JJN,WUH,0,Sichuan Airlines,Y
3U,JZH,CTU,0,Sichuan Airlines,Y
3U,KHG,URC,0,Sichuan Airlines,Y
3U,KHN,CKG,0,Sichuan Airlines,Y
3U,KHN,CTU,0,Sichuan Airlines,Y
3U,KHN,KMG,0,Sichuan Airlines,Y
3U,KHN,NGB,0,Sichuan Airlines,Y
3U,KMG,CGO,0,Sichuan Airlines,Y
3U,KMG,CKG,0,Sichuan Airlines,Y
3U,KMG,CSX,0,Sichuan Airlines,Y
3U,KMG,CTU,0,Sichuan Airlines,Y
3U,KMG,JHG,0,Sichuan Airlines,Y
3U,KMG,KHN,0,Sichuan Airlines,Y
3U,KMG,KWE,0,Sichuan Airlines,Y
3U,KMG,LUM,0,Sichuan Airlines,Y
3U,KMG,NGB,0,Sichuan Airlines,Y
3U,KMG,NKG,0,Sichuan Airlines,Y
3U,KMG,TAO,0,Sichuan Airlines,Y
3U,KMG,TNA,0,Sichuan Airlines,Y
3U,KMG,TPE,0,Sichuan Airlines,Y
3U,KMG,WXN,0,Sichuan Airlines,Y
3U,KMG,XIY,0,Sichuan Airlines,Y
3U,KMG,XMN,0,Sichuan Airlines,Y
3U,KMG,XUZ,0,Sichuan Airlines,Y
3U,KOW,CTU,0,Sichuan Airlines,Y
3U,KOW,XMN,0,Sichuan Airlines,Y
3U,KWE,CTU,0,Sichuan Airlines,Y
3U,KWE,HGH,0,Sichuan Airlines,Y
3U,KWE,JJN,0,Sichuan Airlines,Y
3U,KWE,KMG,0,Sichuan Airlines,Y
3U,KWE,LHW,0,Sichuan Airlines,Y
3U,KWE,SYX,0,Sichuan Airlines,Y
3U,KWE,WNZ,0,Sichuan Airlines,Y
3U,KWE,XUZ,0,Sichuan Airlines,Y
3U,KWL,INC,0,Sichuan Airlines,Y
3U,KWL,SJW,0,Sichuan Airlines,Y
3U,KWL,SYX,0,Sichuan Airlines,Y
3U,LHW,CKG,0,Sichuan Airlines,Y
3U,LHW,CTU,0,Sichuan Airlines,Y
3U,LHW,DNH,0,Sichuan Airlines,Y
3U,LHW,JGN,0,Sichuan Airlines,Y
3U,LHW,KWE,0,Sichuan Airlines,Y
3U,LHW,TSN,0,Sichuan Airlines,Y
3U,LJG,CKG,0,Sichuan Airlines,Y
3U,LJG,CTU,0,Sichuan Airlines,Y
3U,LJG,MIG,0,Sichuan Airlines,Y
3U,LUM,CTU,0,Sichuan Airlines,Y
3U,LUM,KMG,0,Sichuan Airlines,Y
3U,LXA,CKG,0,Sichuan Airlines,Y
3U,LXA,CTU,0,Sichuan Airlines,Y
3U,LXA,GXH,0,Sichuan Airlines,Y
3U,LXA,XIY,0,Sichuan Airlines,Y
3U,LXA,XNN,0,Sichuan Airlines,Y
3U,LYI,XIY,0,Sichuan Airlines,Y
3U,LZY,CTU,0,Sichuan Airlines,Y
3U,MEL,CTU,0,Sichuan Airlines,Y
3U,MIG,LJG,0,Sichuan Airlines,Y
3U,MIG,NKG,0,Sichuan Airlines,Y
3U,MIG,SYX,0,Sichuan Airlines,Y
3U,MIG,XNN,0,Sichuan Airlines,Y
3U,NGB,CKG,0,Sichuan Airlines,Y
3U,NGB,HAK,0,Sichuan Airlines,Y
3U,NGB,HRB,0,Sichuan Airlines,Y
3U,NGB,KHN,0,Sichuan Airlines,Y
3U,NGB,KMG,0,Sichuan Airlines,Y
3U,NGB,SHE,0,Sichuan Airlines,Y
3U,NGB,SYX,0,Sichuan Airlines,Y
3U,NKG,CGQ,0,Sichuan Airlines,Y
3U,NKG,CKG,0,Sichuan Airlines,Y
3U,NKG,CTU,0,Sichuan Airlines,Y
3U,NKG,DYG,0,Sichuan Airlines,Y
3U,NKG,HRB,0,Sichuan Airlines,Y
3U,NKG,KMG,0,Sichuan Airlines,Y
3U,NKG,MIG,0,Sichuan Airlines,Y
3U,NKG,SYX,0,Sichuan Airlines,Y
3U,NNG,CKG,0,Sichuan Airlines,Y
3U,NNG,CTU,0,Sichuan Airlines,Y
3U,NNG,SGN,0,Sichuan Airlines,Y
3U,NNG,WUH,0,Sichuan Airlines,Y
3U,NTG,WUH,0,Sichuan Airlines,Y
3U,NZH,HRB,0,Sichuan Airlines,Y
3U,PEK,CKG,0,Sichuan Airlines,Y
3U,PEK,CTU,0,Sichuan Airlines,Y
3U,PEK,WXN,0,Sichuan Airlines,Y
3U,PEK,ZHY,0,Sichuan Airlines,Y
3U,PVG,CKG,0,Sichuan Airlines,Y
3U,PVG,CTU,0,Sichuan Airlines,Y
3U,PVG,SPN,0,Sichuan Airlines,Y
3U,PZI,CKG,0,Sichuan Airlines,Y
3U,PZI,CTU,0,Sichuan Airlines,Y
3U,SGN,NNG,0,Sichuan Airlines,Y
3U,SHE,CSX,0,Sichuan Airlines,Y
3U,SHE,CTU,0,Sichuan Airlines,Y
3U,SHE,DSN,0,Sichuan Airlines,Y
3U,SHE,NGB,0,Sichuan Airlines,Y
3U,SHE,TYN,0,Sichuan Airlines,Y
3U,SHE,XUZ,0,Sichuan Airlines,Y
3U,SHE,YVR,0,Sichuan Airlines,Y
3U,SJW,CTU,0,Sichuan Airlines,Y
3U,SJW,HRB,0,Sichuan Airlines,Y
3U,SJW,KWL,0,Sichuan Airlines,Y
3U,SPN,CAN,0,Sichuan Airlines,Y
3U,SPN,PVG,0,Sichuan Airlines,Y
3U,SWA,CKG,0,Sichuan Airlines,Y
3U,SYD,CKG,0,Sichuan Airlines,Y
3U,SYX,CKG,0,Sichuan Airlines,Y
3U,SYX,CTU,0,Sichuan Airlines,Y
3U,SYX,KWE,0,Sichuan Airlines,Y
3U,SYX,KWL,0,Sichuan Airlines,Y
3U,SYX,MIG,0,Sichuan Airlines,Y
3U,SYX,NGB,0,Sichuan Airlines,Y
3U,SYX,NKG,0,Sichuan Airlines,Y
3U,SYX,TNA,0,Sichuan Airlines,Y
3U,SYX,WNZ,0,Sichuan Airlines,Y
3U,SYX,YBP,0,Sichuan Airlines,Y
3U,SZX,CKG,0,Sichuan Airlines,Y
3U,SZX,CTU,0,Sichuan Airlines,Y
3U,SZX,WXN,0,Sichuan Airlines,Y
3U,TAO,CTU,0,Sichuan Airlines,Y
3U,TAO,KMG,0,Sichuan Airlines,Y
3U,TNA,CGQ,0,Sichuan Airlines,Y
3U,TNA,CKG,0,Sichuan Airlines,Y
3U,TNA,CTU,0,Sichuan Airlines,Y
3U,TNA,DLC,0,Sichuan Airlines,Y
3U,TNA,HRB,0,Sichuan Airlines,Y
3U,TNA,KMG,0,Sichuan Airlines,Y
3U,TNA,SYX,0,Sichuan Airlines,Y
3U,TNA,XIY,0,Sichuan Airlines,Y
3U,TPE,KMG,0,Sichuan Airlines,Y
3U,TSA,CKG,0,Sichuan Airlines,Y
3U,TSA,CTU,0,Sichuan Airlines,Y
3U,TSN,CGQ,0,Sichuan Airlines,Y
3U,TSN,CKG,0,Sichuan Airlines,Y
3U,TSN,CTU,0,Sichuan Airlines,Y
3U,TSN,HGH,0,Sichuan Airlines,Y
3U,TSN,HRB,0,Sichuan Airlines,Y
3U,TSN,LHW,0,Sichuan Airlines,Y
3U,TVS,TYN,0,Sichuan Airlines,Y
3U,TYN,CKG,0,Sichuan Airlines,Y
3U,TYN,CTU,0,Sichuan Airlines,Y
3U,TYN,DAT,0,Sichuan Airlines,Y
3U,TYN,HGH,0,Sichuan Airlines,Y
3U,TYN,SHE,0,Sichuan Airlines,Y
3U,TYN,TVS,0,Sichuan Airlines,Y
3U,URC,CGO,0,Sichuan Airlines,Y
3U,URC,CKG,0,Sichuan Airlines,Y
3U,URC,CTU,0,Sichuan Airlines,Y
3U,URC,KHG,0,Sichuan Airlines,Y
3U,URC,XIY,0,Sichuan Airlines,Y
3U,UYN,XIY,0,Sichuan Airlines,Y
3U,WNZ,CSX,0,Sichuan Airlines,Y
3U,WNZ,CTU,0,Sichuan Airlines,Y
3U,WNZ,HRB,0,Sichuan Airlines,Y
3U,WNZ,KWE,0,Sichuan Airlines,Y
3U,WNZ,SYX,0,Sichuan Airlines,Y
3U,WUH,CKG,0,Sichuan Airlines,Y
3U,WUH,CTU,0,Sichuan Airlines,Y
3U,WUH,HRB,0,Sichuan Airlines,Y
3U,WUH,JJN,0,Sichuan Airlines,Y
3U,WUH,NNG,0,Sichuan Airlines,Y
3U,WUH,NTG,0,Sichuan Airlines,Y
3U,WUX,CKG,0,Sichuan Airlines,Y
3U,WUX,CTU,0,Sichuan Airlines,Y
3U,WXN,CTU,0,Sichuan Airlines,Y
3U,WXN,KMG,0,Sichuan Airlines,Y
3U,WXN,PEK,0,Sichuan Airlines,Y
3U,WXN,SZX,0,Sichuan Airlines,Y
3U,XIC,CTU,0,Sichuan Airlines,Y
3U,XIY,BHY,0,Sichuan Airlines,Y
3U,XIY,CKG,0,Sichuan Airlines,Y
3U,XIY,CTU,0,Sichuan Airlines,Y
3U,XIY,FOC,0,Sichuan Airlines,Y
3U,XIY,GXH,0,Sichuan Airlines,Y
3U,XIY,HRB,0,Sichuan Airlines,Y
3U,XIY,KMG,0,Sichuan Airlines,Y
3U,XIY,LXA,0,Sichuan Airlines,Y
3U,XIY,LYI,0,Sichuan Airlines,Y
3U,XIY,TNA,0,Sichuan Airlines,Y
3U,XIY,URC,0,Sichuan Airlines,Y
3U,XIY,UYN,0,Sichuan Airlines,Y
3U,XIY,XMN,0,Sichuan Airlines,Y
3U,XIY,XNN,0,Sichuan Airlines,Y
3U,XIY,YBP,0,Sichuan Airlines,Y
3U,XMN,CSX,0,Sichuan Airlines,Y
3U,XMN,CTU,0,Sichuan Airlines,Y
3U,XMN,CZX,0,Sichuan Airlines,Y
3U,XMN,KMG,0,Sichuan Airlines,Y
3U,XMN,KOW,0,Sichuan Airlines,Y
3U,XMN,XIY,0,Sichuan Airlines,Y
3U,XNN,CKG,0,Sichuan Airlines,Y
3U,XNN,CTU,0,Sichuan Airlines,Y
3U,XNN,LXA,0,Sichuan Airlines,Y
3U,XNN,MIG,0,Sichuan Airlines,Y
3U,XNN,XIY,0,Sichuan Airlines,Y
3U,XNN,ZHY,0,Sichuan Airlines,Y
3U,XUZ,CTU,0,Sichuan Airlines,Y
3U,XUZ,DLC,0,Sichuan Airlines,Y
3U,XUZ,HRB,0,Sichuan Airlines,Y
3U,XUZ,KMG,0,Sichuan Airlines,Y
3U,XUZ,KWE,0,Sichuan Airlines,Y
3U,XUZ,SHE,0,Sichuan Airlines,Y
3U,YBP,SYX,0,Sichuan Airlines,Y
3U,YBP,XIY,0,Sichuan Airlines,Y
3U,YIH,CKG,0,Sichuan Airlines,Y
3U,YIH,CTU,0,Sichuan Airlines,Y
3U,YIH,HKG,0,Sichuan Airlines,Y
3U,YTY,CTU,0,Sichuan Airlines,Y
3U,YVR,SHE,0,Sichuan Airlines,Y
3U,ZHA,CKG,0,Sichuan Airlines,Y
3U,ZHA,HKG,0,Sichuan Airlines,Y
3U,ZHY,PEK,0,Sichuan Airlines,Y
3U,ZHY,XNN,0,Sichuan Airlines,Y
3U,ZUH,CZX,0,Sichuan Airlines,Y
3U,ZUH,HAK,0,Sichuan Airlines,Y
4B,LAS,LAX,0,Boutique Air (Priv),Y
4B,LAX,LAS,0,Boutique Air (Priv),Y
4D,CAI,TLV,0,Air Sinai,Y
4D,TLV,CAI,0,Air Sinai,Y
4G,EYK,VKO,0,Advance Leasing Company,N
4G,EYK,VKO,0,Gazpromavia,Y
4G,NCU,VKO,0,Advance Leasing Company,N
4G,NCU,VKO,0,Gazpromavia,Y
4G,NUX,TJM,0,Advance Leasing Company,N
4G,NUX,TJM,0,Gazpromavia,Y
4G,NUX,UFA,0,Advance Leasing Company,N
4G,NUX,UFA,0,Gazpromavia,Y
4G,NUX,VKO,0,Advance Leasing Company,N
4G,NUX,VKO,0,Gazpromavia,Y
4G,NYM,OVS,0,Advance Leasing Company,N
4G,NYM,OVS,0,Gazpromavia,Y
4G,NYM,VKO,0,Advance Leasing Company,N
4G,NYM,VKO,0,Gazpromavia,Y
4G,OVS,NYM,0,Advance Leasing Company,N
4G,OVS,NYM,0,Gazpromavia,Y
4G,OVS,SVX,0,Advance Leasing Company,N
4G,OVS,SVX,0,Gazpromavia,Y
4G,OVS,VKO,0,Advance Leasing Company,N
4G,OVS,VKO,0,Gazpromavia,Y
4G,SVX,OVS,0,Advance Leasing Company,N
4G,SVX,OVS,0,Gazpromavia,Y
4G,TJM,NUX,0,Advance Leasing Company,N
4G,TJM,NUX,0,Gazpromavia,Y
4G,UCT,VKO,0,Advance Leasing Company,N
4G,UCT,VKO,0,Gazpromavia,Y
4G,UFA,NUX,0,Advance Leasing Company,N
4G,UFA,NUX,0,Gazpromavia,Y
4G,VKO,EYK,0,Advance Leasing Company,N
4G,VKO,EYK,0,Gazpromavia,Y
4G,VKO,NCU,0,Advance Leasing Company,N
4G,VKO,NCU,0,Gazpromavia,Y
4G,VKO,NUX,0,Advance Leasing Company,N
4G,VKO,NUX,0,Gazpromavia,Y
4G,VKO,NYM,0,Advance Leasing Company,N
4G,VKO,NYM,0,Gazpromavia,Y
4G,VKO,OVS,0,Advance Leasing Company,N
4G,VKO,OVS,0,Gazpromavia,Y
4G,VKO,UCT,0,Advance Leasing Company,N
4G,VKO,UCT,0,Gazpromavia,Y
4H,BKK,DAC,0,United Airways,Y
4H,BZL,DAC,0,United Airways,Y
4H,CCU,CGP,0,United Airways,Y
4H,CCU,DAC,0,United Airways,Y
4H,CGP,CCU,0,United Airways,Y
4H,CGP,DAC,0,United Airways,Y
4H,CGP,MCT,0,United Airways,Y
4H,CXB,DAC,0,United Airways,Y
4H,DAC,BKK,0,United Airways,Y
4H,DAC,BZL,0,United Airways,Y
4H,DAC,CCU,0,United Airways,Y
4H,DAC,CGP,0,United Airways,Y
4H,DAC,CXB,0,United Airways,Y
4H,DAC,DXB,0,United Airways,Y
4H,DAC,JED,0,United Airways,Y
4H,DAC,JSR,0,United Airways,Y
4H,DAC,KTM,0,United Airways,Y
4H,DAC,KUL,0,United Airways,Y
4H,DAC,MCT,0,United Airways,Y
4H,DAC,SPD,0,United Airways,Y
4H,DAC,ZYL,0,United Airways,Y
4H,DXB,DAC,0,United Airways,Y
4H,JED,DAC,0,United Airways,Y
4H,JSR,DAC,0,United Airways,Y
4H,KTM,DAC,0,United Airways,Y
4H,KUL,DAC,0,United Airways,Y
4H,MCT,CGP,0,United Airways,Y
4H,MCT,DAC,0,United Airways,Y
4H,RJH,DAC,0,United Airways,Y
4H,SPD,DAC,0,United Airways,Y
4H,SPD,RJH,0,United Airways,Y
4H,ZYL,DAC,0,United Airways,Y
4K,YGZ,YRB,0,Askari Aviation,Y
4K,YRB,YGZ,0,Askari Aviation,Y
4M,DFW,EZE,0,LAN Argentina,Y
4M,EZE,DFW,0,LAN Argentina,Y
4M,EZE,JFK,0,LAN Argentina,Y
4M,EZE,MIA,0,LAN Argentina,Y
4M,EZE,PUJ,0,LAN Argentina,Y
4M,JFK,EZE,0,LAN Argentina,Y
4M,MIA,EZE,0,LAN Argentina,Y
4M,MIA,PUJ,0,LAN Argentina,Y
4M,PUJ,EZE,0,LAN Argentina,Y
4M,PUJ,MIA,0,LAN Argentina,Y
4N,YEG,YXY,0,Air North Charter - Canada,Y
4N,YLW,YVR,0,Air North Charter - Canada,Y
4N,YLW,YXY,0,Air North Charter - Canada,Y
4N,YOW,YZF,0,Air North Charter - Canada,Y
4N,YVR,YLW,0,Air North Charter - Canada,Y
4N,YVR,YXY,0,Air North Charter - Canada,Y
4N,YXY,YLW,0,Air North Charter - Canada,Y
4N,YXY,YVR,0,Air North Charter - Canada,Y
4N,YXY,YYC,0,Air North Charter - Canada,Y
4N,YXY,YZF,0,Air North Charter - Canada,Y
4N,YYC,YEG,0,Air North Charter - Canada,Y
4N,YZF,YOW,0,Air North Charter - Canada,Y
4N,YZF,YXY,0,Air North Charter - Canada,Y
4O,ACA,MEX,0,Interjet (ABC Aerolineas),Y
4O,ACA,TLC,0,Interjet (ABC Aerolineas),Y
4O,AGU,MEX,0,Interjet (ABC Aerolineas),Y
4O,BOG,MEX,0,Interjet (ABC Aerolineas),Y
4O,CEN,MEX,0,Interjet (ABC Aerolineas),Y
4O,CJS,MEX,0,Interjet (ABC Aerolineas),Y
4O,CME,MEX,0,Interjet (ABC Aerolineas),Y
4O,CPE,MEX,0,Interjet (ABC Aerolineas),Y
4O,CTM,MEX,0,Interjet (ABC Aerolineas),Y
4O,CUL,MEX,0,Interjet (ABC Aerolineas),Y
4O,CUN,MEX,0,Interjet (ABC Aerolineas),Y
4O,CUN,MTY,0,Interjet (ABC Aerolineas),Y
4O,CUN,TLC,0,Interjet (ABC Aerolineas),Y
4O,CUU,MEX,0,Interjet (ABC Aerolineas),Y
4O,CZM,MEX,0,Interjet (ABC Aerolineas),Y
4O,GDL,MEX,0,Interjet (ABC Aerolineas),Y
4O,GDL,MTY,0,Interjet (ABC Aerolineas),Y
4O,GDL,SAT,0,Interjet (ABC Aerolineas),Y
4O,GDL,SJD,0,Interjet (ABC Aerolineas),Y
4O,GDL,SNA,0,Interjet (ABC Aerolineas),Y
4O,GDL,TIJ,0,Interjet (ABC Aerolineas),Y
